Center,Center_Code,Center_Name_x,Citizenship,Payment_Type,Is_Aggregate,Donor_Type,Transplant_Count,Payment_Category,Center_Name_y,City,Region,Urban
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,US/State Govt Agency,False,Living Donor,2,Other,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Public insurance - Other government,False,Deceased Donor,16,Other_Government,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Public insurance - Other government,False,Living Donor,4,Other_Government,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Private insurance,False,Deceased Donor,705,Private_Insurance,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Private insurance,False,Living Donor,354,Private_Insurance,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Unknown,False,Deceased Donor,331,Unknown,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Unknown,False,Living Donor,21,Unknown,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,US_Citizen,Public insurance - Department of VA,False,Deceased Donor,1,VA,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,Unknown,All Primary Payers,False,Deceased Donor,4,Other,Allegheny General Hospital,Pittsburgh,Southwest,True
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,Unknown,Unknown,False,Deceased Donor,4,Unknown,Allegheny General Hospital,Pittsburgh,Southwest,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,Public insurance - Medicaid,False,Deceased Donor,5,Medicaid,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,Public insurance - Medicare & Choice,False,Deceased Donor,36,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,45,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,3,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,All Primary Payers,False,Deceased Donor,95,Other,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,All Primary Payers,False,Living Donor,12,Other,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,Private insurance,False,Deceased Donor,9,Private_Insurance,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,All,Private insurance,False,Living Donor,9,Private_Insurance,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,1,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,2,Other,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,Non_Citizen_Resident,Private insurance,False,Deceased Donor,1,Private_Insurance,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,5,Medicaid,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,36,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,44,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,3,Medicare,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,All Primary Payers,False,Deceased Donor,93,Other,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,All Primary Payers,False,Living Donor,12,Other,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,Private insurance,False,Deceased Donor,8,Private_Insurance,Crozer-Chester Medical Center,Chester,Southeast,True
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,US_Citizen,Private insurance,False,Living Donor,9,Private_Insurance,Crozer-Chester Medical Center,Chester,Southeast,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - CHIP (Children's Health Insurance Program),False,Deceased Donor,27,CHIP,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - CHIP (Children's Health Insurance Program),False,Living Donor,39,CHIP,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicaid,False,Deceased Donor,69,Medicaid,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicaid,False,Living Donor,38,Medicaid,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicare & Choice,False,Deceased Donor,16,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,5,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicare Unspecified,False,Deceased Donor,14,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicare & Choice,False,Living Donor,16,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,5,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Medicare Unspecified,False,Living Donor,4,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,All Primary Payers,False,Deceased Donor,261,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,All Primary Payers,False,Living Donor,261,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Foreign Government Specify,False,Deceased Donor,5,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Other government,False,Deceased Donor,1,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Foreign Government Specify,False,Living Donor,1,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Public insurance - Other government,False,Living Donor,1,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Private insurance,False,Deceased Donor,93,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Private insurance,False,Living Donor,121,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Self,False,Deceased Donor,3,Self_Pay_Uninsured,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Self,False,Living Donor,3,Self_Pay_Uninsured,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Unknown,False,Deceased Donor,28,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,All,Unknown,False,Living Donor,33,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_For_TX,All Primary Payers,False,Deceased Donor,2,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_For_TX,All Primary Payers,False,Living Donor,1,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_For_TX,Foreign Government Specify,False,Deceased Donor,2,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_For_TX,Self,False,Living Donor,1,Self_Pay_Uninsured,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,2,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Citizen_Resident,Private insurance,False,Deceased Donor,1,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,Public insurance - Medicare Unspecified,False,Deceased Donor,1,Medicare,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,8,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,All Primary Payers,False,Living Donor,1,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,Foreign Government Specify,False,Deceased Donor,3,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,Self,False,Deceased Donor,3,Self_Pay_Uninsured,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,Self,False,Living Donor,1,Self_Pay_Uninsured,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Non_Resident_Alien,Unknown,False,Deceased Donor,1,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Not_Reported,All Primary Payers,False,Deceased Donor,1,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Not_Reported,All Primary Payers,False,Living Donor,3,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Not_Reported,Private insurance,False,Living Donor,1,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Not_Reported,Unknown,False,Deceased Donor,1,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Not_Reported,Unknown,False,Living Donor,2,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Resident_Alien,Public insurance - CHIP (Children's Health Insurance Program),False,Living Donor,1,CHIP,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Resident_Alien,All Primary Payers,False,Deceased Donor,7,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Resident_Alien,All Primary Payers,False,Living Donor,3,Other,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Resident_Alien,Foreign Government Specify,False,Living Donor,1,Other_Government,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Resident_Alien,Private insurance,False,Living Donor,1,Private_Insurance,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,Resident_Alien,Unknown,False,Deceased Donor,7,Unknown,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - CHIP (Children's Health Insurance Program),False,Deceased Donor,27,CHIP,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - CHIP (Children's Health Insurance Program),False,Living Donor,38,CHIP,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,68,Medicaid,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,US_Citizen,Public insurance - Medicaid,False,Living Donor,38,Medicaid,UPMC Children's Hospital of Pittsburgh,Pittsburgh,Southwest,True
